OrderID,Date,CustomerID,Region,ProductName,Category,Quantity,UnitPrice,TotalAmount,OrderStatus,SalesAgent
130900,11-04-2025,C16388,South,Laptop,Electronics,3,51753,155259,Completed,Amit
130901,29-06-2025,C05254,West,Chair,Furniture,4,2660,10640,Completed,Amit
130902,01-01-2025,C19906,West,Chair,Furniture,1,1645,1645,Completed,Raj
130903,12-01-2025,C12197,East,Headphones,Accessories,5,3014,15070,Completed,Raj
130904,25-04-2025,C19284,South,Headphones,Accessories,5,3374,16870,Completed,Ravi
130905,16-04-2025,C10411,North,Table,Furniture,3,8921,26763,Completed,Neha
130906,01-06-2025,C00450,North,Chair,Furniture,1,4705,4705,Completed,Neha
130907,06-02-2025,C11143,West,Chair,Furniture,1,2027,2027,Completed,Neha
130908,03-01-2025,C00311,West,Headphones,Accessories,2,2164,4328,Completed,Ravi
130909,04-06-2025,C04773,South,Table,Furniture,2,8066,16132,Completed,Neha
130910,22-02-2025,C14540,North,Mobile,Electronics,2,20341,40682,Completed,Sneha
130911,10-04-2025,C15857,North,Laptop,Electronics,4,50722,202888,Cancelled,Raj
130912,17-01-2025,C17887,West,Mobile,Electronics,5,21039,105195,Completed,Raj
130913,23-04-2025,C00255,South,Chair,Furniture,1,2452,2452,Completed,Amit
130914,20-04-2025,C12417,North,Mobile,Electronics,5,19307,96535,Completed,Ravi
130915,23-05-2025,C16898,West,Headphones,Accessories,4,1178,4712,Completed,Raj
130916,16-06-2025,C16735,North,Headphones,Accessories,4,3840,15360,Returned,Amit
130917,04-01-2025,C14420,East,Mobile,Electronics,3,20516,61548,Completed,Amit
130918,25-05-2025,C11387,East,Mobile,Electronics,2,21833,43666,Completed,Sneha
130919,19-05-2025,C03745,South,Headphones,Accessories,4,3641,14564,Completed,Raj
130920,12-01-2025,C02881,East,Table,Furniture,4,6952,27808,Completed,Amit
130921,01-02-2025,C03379,South,Table,Furniture,3,7265,21795,Completed,Neha
130922,04-06-2025,C10755,East,Chair,Furniture,3,3001,9003,Returned,Ravi
130923,21-06-2025,C14053,East,Laptop,Electronics,4,51360,205440,Completed,Ravi
130924,12-02-2025,C09788,East,Headphones,Accessories,3,1318,3954,Cancelled,Neha
130925,26-06-2025,C14803,North,Mobile,Electronics,1,19811,19811,Completed,Raj
130926,14-04-2025,C09135,South,Laptop,Electronics,5,50808,254040,Completed,Sneha
130927,03-04-2025,C06959,East,Chair,Furniture,5,2073,10365,Returned,Amit
130928,12-02-2025,C04005,East,Chair,Furniture,4,4790,19160,Cancelled,Neha
130929,11-05-2025,C15734,South,Laptop,Electronics,1,49810,49810,Cancelled,Sneha
130930,06-06-2025,C15820,West,Headphones,Accessories,4,551,2204,Completed,Neha
130931,26-03-2025,C06662,West,Chair,Furniture,3,2788,8364,Returned,Amit
130932,04-02-2025,C06245,West,Table,Furniture,3,5025,15075,Returned,Neha
130933,27-04-2025,C10110,East,Mobile,Electronics,2,19790,39580,Completed,Ravi
130934,25-06-2025,C02268,South,Laptop,Electronics,5,48996,244980,Completed,Neha
130935,16-06-2025,C18570,North,Laptop,Electronics,5,49058,245290,Completed,Raj
130936,01-06-2025,C02310,North,Table,Furniture,1,5127,5127,Completed,Raj
130937,20-01-2025,C14616,West,Chair,Furniture,2,1885,3770,Completed,Sneha
130938,23-05-2025,C11638,East,Chair,Furniture,2,2991,5982,Completed,Amit
130939,26-03-2025,C08132,West,Chair,Furniture,5,1124,5620,Completed,Neha
130940,27-04-2025,C09163,West,Laptop,Electronics,4,49557,198228,Completed,Amit
130941,16-04-2025,C17102,West,Mobile,Electronics,5,19638,98190,Completed,Neha
130942,26-05-2025,C01293,West,Laptop,Electronics,3,48022,144066,Completed,Amit
130943,15-04-2025,C13575,South,Laptop,Electronics,3,51771,155313,Cancelled,Neha
130944,03-04-2025,C03859,West,Table,Furniture,1,6849,6849,Completed,Sneha
130945,10-02-2025,C01124,North,Table,Furniture,2,8364,16728,Completed,Amit
130946,10-04-2025,C13540,East,Table,Furniture,2,8278,16556,Completed,Amit
130947,10-03-2025,C09407,East,Mobile,Electronics,1,20195,20195,Completed,Ravi
130948,16-04-2025,C14406,East,Headphones,Accessories,4,3853,15412,Completed,Neha
130949,19-05-2025,C02811,West,Table,Furniture,1,6031,6031,Completed,Amit
130950,26-05-2025,C11776,North,Chair,Furniture,1,3218,3218,Completed,Sneha
130951,20-05-2025,C15095,North,Laptop,Electronics,3,51350,154050,Completed,Ravi
130952,24-05-2025,C18226,North,Headphones,Accessories,3,704,2112,Completed,Raj
130953,27-01-2025,C09025,East,Table,Furniture,1,6683,6683,Returned,Neha
130954,10-04-2025,C06445,South,Headphones,Accessories,1,2329,2329,Completed,Neha
130955,25-05-2025,C13391,South,Table,Furniture,3,5110,15330,Completed,Raj
130956,26-03-2025,C06985,East,Laptop,Electronics,5,48129,240645,Completed,Raj
130957,29-04-2025,C13559,East,Laptop,Electronics,5,50818,254090,Completed,Raj
130958,31-01-2025,C12418,West,Chair,Furniture,1,1627,1627,Completed,Amit
130959,19-04-2025,C19630,South,Mobile,Electronics,1,19043,19043,Completed,Sneha
130960,12-06-2025,C04094,East,Chair,Furniture,1,3923,3923,Cancelled,Neha
130961,27-01-2025,C17143,North,Mobile,Electronics,1,19545,19545,Cancelled,Sneha
130962,28-03-2025,C10387,East,Table,Furniture,2,5540,11080,Returned,Amit
130963,09-06-2025,C10708,West,Mobile,Electronics,1,18703,18703,Completed,Ravi
130964,17-01-2025,C10245,North,Laptop,Electronics,4,48278,193112,Completed,Sneha
130965,11-01-2025,C04308,North,Mobile,Electronics,5,19727,98635,Completed,Amit
130966,09-05-2025,C08639,South,Mobile,Electronics,1,20664,20664,Completed,Neha
130967,23-03-2025,C10609,North,Chair,Furniture,1,1570,1570,Returned,Neha
130968,18-02-2025,C00123,North,Table,Furniture,3,7333,21999,Completed,Raj
130969,10-02-2025,C05873,South,Mobile,Electronics,2,20755,41510,Cancelled,Neha
130970,20-01-2025,C10132,South,Table,Furniture,4,5535,22140,Completed,Amit
130971,12-03-2025,C14298,North,Table,Furniture,3,7733,23199,Completed,Ravi
130972,06-02-2025,C05772,North,Mobile,Electronics,4,18594,74376,Completed,Sneha
130973,06-05-2025,C15253,South,Table,Furniture,1,8000,8000,Completed,Ravi
130974,24-05-2025,C06650,North,Headphones,Accessories,3,2994,8982,Completed,Amit
130975,08-02-2025,C05079,South,Laptop,Electronics,4,48324,193296,Completed,Sneha
130976,19-04-2025,C12849,West,Chair,Furniture,1,4468,4468,Completed,Raj
130977,22-06-2025,C15023,North,Laptop,Electronics,5,49075,245375,Completed,Amit
130978,05-03-2025,C15430,East,Chair,Furniture,1,1013,1013,Completed,Amit
130979,24-06-2025,C16685,West,Mobile,Electronics,1,21438,21438,Completed,Raj
130980,23-01-2025,C17911,West,Table,Furniture,4,5195,20780,Completed,Neha
130981,01-02-2025,C13516,North,Chair,Furniture,5,1835,9175,Completed,Amit
130982,26-06-2025,C08008,West,Mobile,Electronics,1,19279,19279,Completed,Sneha
130983,03-05-2025,C17784,West,Mobile,Electronics,5,21778,108890,Returned,Sneha
130984,19-01-2025,C04341,North,Chair,Furniture,4,3597,14388,Completed,Ravi
130985,16-04-2025,C10528,West,Mobile,Electronics,5,19858,99290,Completed,Sneha
130986,08-03-2025,C09245,South,Chair,Furniture,5,3214,16070,Completed,Amit
130987,16-06-2025,C04295,West,Table,Furniture,3,5637,16911,Completed,Ravi
130988,30-03-2025,C14389,South,Table,Furniture,3,7995,23985,Completed,Raj
130989,01-03-2025,C06584,East,Laptop,Electronics,5,51049,255245,Completed,Amit
130990,11-01-2025,C19673,East,Headphones,Accessories,2,1560,3120,Completed,Raj
130991,18-02-2025,C12587,South,Headphones,Accessories,1,2732,2732,Returned,Sneha
130992,23-05-2025,C05232,North,Mobile,Electronics,2,18134,36268,Returned,Amit
130993,08-05-2025,C16004,South,Chair,Furniture,2,1359,2718,Cancelled,Amit
130994,02-03-2025,C17856,South,Laptop,Electronics,1,51373,51373,Completed,Neha
130995,20-06-2025,C17499,West,Mobile,Electronics,2,18536,37072,Completed,Ravi
130996,23-05-2025,C05079,North,Table,Furniture,4,8995,35980,Completed,Raj
130997,05-01-2025,C11927,West,Headphones,Accessories,5,1451,7255,Returned,Sneha
130998,29-01-2025,C11580,West,Table,Furniture,3,5751,17253,Returned,Ravi
130999,10-03-2025,C01310,West,Mobile,Electronics,3,20052,60156,Cancelled,Raj
131000,30-05-2025,C15152,West,Mobile,Electronics,5,21429,107145,Completed,Ravi
131001,13-01-2025,C05072,North,Mobile,Electronics,5,18314,91570,Completed,Amit
131002,27-06-2025,C19719,West,Laptop,Electronics,5,50604,253020,Completed,Raj
131003,26-04-2025,C18207,West,Laptop,Electronics,1,51814,51814,Returned,Neha
131004,24-06-2025,C12010,West,Chair,Furniture,1,3116,3116,Completed,Raj
131005,20-04-2025,C10259,South,Chair,Furniture,4,3464,13856,Returned,Neha
131006,06-06-2025,C04148,South,Headphones,Accessories,2,2465,4930,Returned,Amit
131007,21-03-2025,C09722,South,Mobile,Electronics,2,18721,37442,Completed,Raj
131008,10-04-2025,C14148,South,Table,Furniture,3,5036,15108,Completed,Ravi
131009,17-01-2025,C18937,West,Mobile,Electronics,2,21835,43670,Completed,Neha
131010,28-05-2025,C04986,South,Laptop,Electronics,3,50382,151146,Completed,Sneha
131011,24-04-2025,C06493,East,Mobile,Electronics,5,20541,102705,Cancelled,Ravi
131012,06-01-2025,C06310,North,Mobile,Electronics,5,18997,94985,Completed,Neha
131013,22-01-2025,C02189,West,Mobile,Electronics,3,19020,57060,Cancelled,Raj
131014,17-05-2025,C12316,West,Mobile,Electronics,1,19020,19020,Completed,Amit
131015,09-06-2025,C11269,West,Chair,Furniture,1,2777,2777,Returned,Raj
131016,29-03-2025,C01198,North,Chair,Furniture,3,4131,12393,Returned,Sneha
131017,02-02-2025,C09006,North,Headphones,Accessories,1,851,851,Cancelled,Raj
131018,11-03-2025,C05969,East,Headphones,Accessories,4,2486,9944,Completed,Raj
131019,18-02-2025,C18587,South,Chair,Furniture,2,3224,6448,Returned,Sneha
131020,14-04-2025,C09278,East,Laptop,Electronics,4,49902,199608,Cancelled,Ravi
131021,07-06-2025,C00196,West,Headphones,Accessories,5,796,3980,Cancelled,Amit
131022,12-04-2025,C06728,West,Laptop,Electronics,4,49591,198364,Completed,Ravi
131023,24-05-2025,C11873,South,Mobile,Electronics,1,21920,21920,Completed,Amit
131024,16-04-2025,C08832,South,Mobile,Electronics,1,20883,20883,Completed,Amit
131025,23-03-2025,C08588,South,Chair,Furniture,2,1026,2052,Completed,Amit
131026,27-03-2025,C09677,West,Mobile,Electronics,3,19046,57138,Completed,Amit
131027,14-01-2025,C11733,West,Chair,Furniture,1,4464,4464,Completed,Ravi
131028,14-06-2025,C06324,West,Headphones,Accessories,4,2793,11172,Completed,Sneha
131029,18-02-2025,C08101,South,Mobile,Electronics,2,19618,39236,Completed,Amit
131030,19-02-2025,C01063,West,Table,Furniture,1,7440,7440,Completed,Amit
131031,13-06-2025,C15507,West,Headphones,Accessories,1,1789,1789,Completed,Ravi
131032,29-06-2025,C10823,South,Laptop,Electronics,3,48173,144519,Completed,Amit
131033,23-01-2025,C00077,East,Table,Furniture,5,5040,25200,Completed,Sneha
131034,07-03-2025,C16307,South,Table,Furniture,4,8810,35240,Completed,Ravi
131035,22-06-2025,C19245,West,Chair,Furniture,1,4459,4459,Completed,Ravi
131036,25-04-2025,C19208,East,Chair,Furniture,3,4696,14088,Cancelled,Amit
131037,28-01-2025,C11720,South,Laptop,Electronics,5,49942,249710,Cancelled,Raj
131038,20-01-2025,C15789,South,Laptop,Electronics,2,49728,99456,Completed,Ravi
131039,26-06-2025,C03202,North,Headphones,Accessories,3,945,2835,Completed,Neha
131040,01-05-2025,C08515,West,Chair,Furniture,3,1371,4113,Completed,Ravi
131041,07-04-2025,C15789,West,Chair,Furniture,4,1881,7524,Completed,Amit
131042,29-04-2025,C17050,North,Mobile,Electronics,2,20431,40862,Completed,Amit
131043,19-04-2025,C05649,North,Headphones,Accessories,2,1151,2302,Cancelled,Raj
131044,26-01-2025,C08742,North,Chair,Furniture,1,2838,2838,Cancelled,Amit
131045,27-05-2025,C03907,North,Chair,Furniture,5,2648,13240,Completed,Ravi
131046,16-04-2025,C11425,North,Laptop,Electronics,4,49817,199268,Completed,Amit
131047,21-05-2025,C05982,East,Headphones,Accessories,4,1120,4480,Completed,Raj
131048,03-03-2025,C05583,North,Table,Furniture,2,6551,13102,Completed,Ravi
131049,06-05-2025,C07518,South,Laptop,Electronics,1,49867,49867,Completed,Raj
131050,22-05-2025,C06464,North,Headphones,Accessories,5,1970,9850,Completed,Raj
131051,19-05-2025,C19195,West,Mobile,Electronics,4,21071,84284,Completed,Sneha
131052,08-03-2025,C18416,South,Table,Furniture,1,8540,8540,Returned,Neha
131053,12-01-2025,C19976,South,Laptop,Electronics,1,48394,48394,Cancelled,Sneha
131054,04-02-2025,C16166,South,Chair,Furniture,5,4860,24300,Cancelled,Neha
131055,20-04-2025,C19489,East,Headphones,Accessories,3,222,666,Completed,Amit
131056,16-06-2025,C19809,East,Chair,Furniture,5,2204,11020,Completed,Neha
131057,09-06-2025,C07539,North,Laptop,Electronics,4,48222,192888,Cancelled,Ravi
131058,14-01-2025,C13611,South,Laptop,Electronics,5,48491,242455,Completed,Sneha
131059,04-06-2025,C08473,East,Laptop,Electronics,4,50869,203476,Completed,Amit
131060,11-04-2025,C04623,South,Headphones,Accessories,5,194,970,Completed,Sneha
131061,01-03-2025,C00522,West,Headphones,Accessories,1,168,168,Completed,Amit
131062,12-02-2025,C16227,South,Chair,Furniture,5,3103,15515,Completed,Raj
131063,24-02-2025,C11362,North,Laptop,Electronics,2,50078,100156,Completed,Sneha
131064,19-04-2025,C12501,West,Headphones,Accessories,5,2700,13500,Completed,Ravi
131065,03-04-2025,C10041,South,Table,Furniture,3,8176,24528,Cancelled,Ravi
131066,12-06-2025,C05166,North,Headphones,Accessories,5,1356,6780,Completed,Ravi
131067,05-04-2025,C08047,North,Table,Furniture,3,5067,15201,Completed,Ravi
131068,09-06-2025,C02552,East,Mobile,Electronics,5,21211,106055,Cancelled,Sneha
131069,27-05-2025,C11496,West,Table,Furniture,3,7695,23085,Cancelled,Neha
131070,05-04-2025,C02177,East,Mobile,Electronics,5,19502,97510,Cancelled,Neha
131071,16-06-2025,C14105,East,Laptop,Electronics,2,51912,103824,Cancelled,Neha
131072,28-05-2025,C08238,North,Chair,Furniture,2,3430,6860,Completed,Ravi
131073,28-01-2025,C09147,South,Laptop,Electronics,1,48057,48057,Completed,Ravi
131074,03-01-2025,C15806,South,Headphones,Accessories,4,776,3104,Completed,Amit
131075,09-06-2025,C18894,West,Mobile,Electronics,3,20798,62394,Completed,Raj
131076,27-03-2025,C00979,West,Mobile,Electronics,5,19804,99020,Completed,Sneha
131077,18-04-2025,C19208,West,Mobile,Electronics,1,19112,19112,Completed,Neha
131078,19-06-2025,C15615,East,Chair,Furniture,2,2438,4876,Completed,Neha
131079,27-04-2025,C15553,South,Mobile,Electronics,3,18214,54642,Completed,Sneha
131080,18-04-2025,C09333,West,Laptop,Electronics,3,50272,150816,Completed,Raj
131081,15-01-2025,C00388,South,Laptop,Electronics,4,50730,202920,Completed,Neha
131082,03-03-2025,C02897,South,Mobile,Electronics,4,19388,77552,Completed,Ravi
131083,31-01-2025,C07554,West,Chair,Furniture,5,1700,8500,Completed,Amit
131084,26-01-2025,C10663,North,Mobile,Electronics,2,20357,40714,Cancelled,Sneha
131085,28-05-2025,C19711,West,Headphones,Accessories,4,2353,9412,Cancelled,Neha
131086,07-03-2025,C16010,South,Mobile,Electronics,3,20836,62508,Completed,Amit
131087,29-05-2025,C01322,South,Chair,Furniture,5,2238,11190,Completed,Raj
131088,25-04-2025,C09773,West,Table,Furniture,3,8071,24213,Completed,Ravi
131089,01-03-2025,C12698,North,Laptop,Electronics,2,48966,97932,Returned,Sneha
131090,04-03-2025,C02843,South,Headphones,Accessories,1,513,513,Cancelled,Raj
131091,28-06-2025,C00921,South,Laptop,Electronics,4,49794,199176,Cancelled,Ravi
131092,11-04-2025,C06510,North,Chair,Furniture,5,1150,5750,Cancelled,Ravi
131093,16-06-2025,C14802,West,Chair,Furniture,5,3368,16840,Cancelled,Ravi
131094,10-04-2025,C07702,North,Headphones,Accessories,5,3709,18545,Completed,Ravi
131095,19-05-2025,C16828,South,Table,Furniture,3,6387,19161,Completed,Amit
131096,29-04-2025,C00346,West,Table,Furniture,3,7411,22233,Completed,Sneha
131097,26-02-2025,C01716,East,Headphones,Accessories,2,1020,2040,Completed,Neha
131098,11-05-2025,C18026,East,Table,Furniture,2,5834,11668,Completed,Sneha
131099,06-02-2025,C01160,North,Table,Furniture,3,5612,16836,Completed,Ravi
131100,21-04-2025,C00322,North,Chair,Furniture,1,3010,3010,Completed,Neha
131101,02-06-2025,C14562,North,Laptop,Electronics,3,49939,149817,Completed,Raj
131102,29-05-2025,C18124,North,Mobile,Electronics,4,19165,76660,Cancelled,Raj
131103,22-04-2025,C19569,West,Table,Furniture,1,6200,6200,Completed,Neha
131104,19-06-2025,C02066,West,Table,Furniture,3,7833,23499,Completed,Sneha
131105,01-01-2025,C07823,South,Table,Furniture,4,6861,27444,Cancelled,Ravi
131106,23-01-2025,C17155,South,Table,Furniture,3,8639,25917,Cancelled,Ravi
131107,17-04-2025,C08787,South,Chair,Furniture,3,2590,7770,Completed,Sneha
131108,23-04-2025,C05435,South,Mobile,Electronics,1,18816,18816,Completed,Raj
131109,01-06-2025,C08314,West,Chair,Furniture,4,2914,11656,Completed,Sneha
131110,24-06-2025,C06098,North,Chair,Furniture,2,2111,4222,Cancelled,Ravi
131111,30-03-2025,C06557,South,Chair,Furniture,2,3629,7258,Completed,Amit
131112,15-05-2025,C16772,East,Table,Furniture,5,7118,35590,Cancelled,Raj
131113,07-02-2025,C00220,West,Table,Furniture,4,7976,31904,Completed,Ravi
131114,16-02-2025,C09353,East,Mobile,Electronics,5,21193,105965,Completed,Neha
131115,13-04-2025,C15526,West,Chair,Furniture,1,4434,4434,Completed,Neha
131116,12-06-2025,C00431,West,Mobile,Electronics,3,19036,57108,Completed,Amit
131117,03-03-2025,C10274,North,Mobile,Electronics,1,20183,20183,Completed,Raj
131118,14-03-2025,C12607,North,Mobile,Electronics,2,20810,41620,Returned,Raj
131119,03-01-2025,C12563,South,Table,Furniture,4,8978,35912,Completed,Neha
131120,12-04-2025,C17818,South,Chair,Furniture,5,1960,9800,Completed,Ravi
131121,28-05-2025,C09528,East,Table,Furniture,4,6610,26440,Completed,Neha
131122,15-04-2025,C11678,East,Chair,Furniture,2,2160,4320,Completed,Ravi
131123,13-02-2025,C04648,South,Chair,Furniture,5,1088,5440,Completed,Ravi
131124,09-06-2025,C07652,South,Chair,Furniture,5,4456,22280,Returned,Amit
131125,10-04-2025,C00442,North,Laptop,Electronics,2,48321,96642,Completed,Raj
131126,26-01-2025,C05919,South,Laptop,Electronics,2,49012,98024,Cancelled,Neha
131127,17-02-2025,C00490,North,Mobile,Electronics,3,20886,62658,Completed,Amit
131128,05-01-2025,C15407,South,Table,Furniture,5,6017,30085,Completed,Amit
131129,28-02-2025,C03021,East,Table,Furniture,5,6396,31980,Completed,Sneha
131130,02-03-2025,C10533,North,Mobile,Electronics,1,21859,21859,Cancelled,Ravi
131131,18-02-2025,C10319,West,Mobile,Electronics,2,18986,37972,Returned,Amit
131132,07-06-2025,C18077,South,Mobile,Electronics,2,19041,38082,Completed,Raj
131133,25-05-2025,C03544,West,Table,Furniture,4,8416,33664,Completed,Raj
131134,11-03-2025,C02377,North,Headphones,Accessories,4,1983,7932,Returned,Amit
131135,15-01-2025,C14333,North,Mobile,Electronics,3,20325,60975,Cancelled,Raj
131136,01-01-2025,C00399,East,Chair,Furniture,5,3329,16645,Completed,Sneha
131137,21-05-2025,C08160,South,Mobile,Electronics,2,19275,38550,Returned,Raj
131138,25-06-2025,C05879,North,Table,Furniture,4,5709,22836,Completed,Sneha
131139,08-05-2025,C09953,North,Chair,Furniture,5,1629,8145,Completed,Sneha
131140,11-06-2025,C05434,South,Headphones,Accessories,3,403,1209,Completed,Ravi
131141,05-05-2025,C18651,South,Headphones,Accessories,1,3809,3809,Cancelled,Neha
131142,07-06-2025,C07846,West,Table,Furniture,2,8030,16060,Completed,Raj
131143,19-01-2025,C06815,North,Mobile,Electronics,3,18577,55731,Completed,Amit
131144,29-04-2025,C01662,North,Chair,Furniture,5,2417,12085,Completed,Raj
131145,05-03-2025,C10539,West,Chair,Furniture,5,2856,14280,Completed,Ravi
131146,07-03-2025,C19099,North,Chair,Furniture,1,3130,3130,Completed,Ravi
131147,26-02-2025,C02203,East,Chair,Furniture,1,2548,2548,Completed,Amit
131148,13-02-2025,C01654,North,Table,Furniture,1,6215,6215,Completed,Raj
131149,12-01-2025,C01027,East,Chair,Furniture,5,4783,23915,Completed,Amit
131150,02-05-2025,C16361,West,Headphones,Accessories,5,2656,13280,Returned,Amit
131151,17-06-2025,C04967,West,Laptop,Electronics,5,49548,247740,Completed,Amit
131152,24-01-2025,C02036,South,Chair,Furniture,1,3114,3114,Completed,Neha
131153,19-05-2025,C00653,South,Chair,Furniture,3,3818,11454,Completed,Neha
131154,01-01-2025,C08788,West,Mobile,Electronics,4,21687,86748,Completed,Ravi
131155,28-01-2025,C13510,South,Laptop,Electronics,1,48198,48198,Completed,Amit
131156,09-03-2025,C00849,North,Chair,Furniture,4,2284,9136,Returned,Raj
131157,15-04-2025,C07035,West,Chair,Furniture,4,4381,17524,Completed,Raj
131158,04-04-2025,C16324,North,Headphones,Accessories,1,1193,1193,Completed,Raj
131159,04-05-2025,C06662,East,Table,Furniture,5,5724,28620,Completed,Amit
131160,04-05-2025,C19318,North,Table,Furniture,1,8866,8866,Completed,Raj
131161,22-01-2025,C14158,South,Headphones,Accessories,1,582,582,Completed,Ravi
131162,06-06-2025,C13294,North,Chair,Furniture,1,3842,3842,Completed,Neha
131163,30-03-2025,C19379,North,Table,Furniture,4,6149,24596,Cancelled,Sneha
131164,14-02-2025,C18755,West,Headphones,Accessories,1,3347,3347,Completed,Sneha
131165,04-05-2025,C04965,North,Mobile,Electronics,2,20824,41648,Completed,Neha
131166,25-05-2025,C09622,North,Mobile,Electronics,4,19470,77880,Cancelled,Raj
131167,20-03-2025,C15334,West,Laptop,Electronics,5,49595,247975,Completed,Neha
131168,08-02-2025,C17613,South,Mobile,Electronics,3,19036,57108,Completed,Raj
131169,17-06-2025,C16705,East,Laptop,Electronics,3,51324,153972,Returned,Neha
131170,28-01-2025,C13440,East,Table,Furniture,2,5517,11034,Cancelled,Neha
131171,10-05-2025,C17321,South,Chair,Furniture,2,1898,3796,Completed,Amit
131172,04-06-2025,C02148,North,Table,Furniture,5,6107,30535,Completed,Neha
131173,29-05-2025,C18417,South,Laptop,Electronics,5,49293,246465,Completed,Amit
131174,28-03-2025,C00242,South,Headphones,Accessories,2,2180,4360,Completed,Raj
131175,15-05-2025,C05152,East,Laptop,Electronics,4,50002,200008,Cancelled,Neha
131176,21-02-2025,C05473,East,Table,Furniture,5,5005,25025,Completed,Amit
131177,25-06-2025,C15118,North,Chair,Furniture,4,3278,13112,Cancelled,Raj
131178,06-05-2025,C06797,South,Mobile,Electronics,1,18182,18182,Completed,Ravi
131179,27-05-2025,C11432,East,Mobile,Electronics,1,21564,21564,Returned,Sneha
131180,14-03-2025,C10865,East,Laptop,Electronics,5,48647,243235,Completed,Amit
131181,20-05-2025,C14811,West,Chair,Furniture,3,4708,14124,Completed,Sneha
131182,04-04-2025,C17694,West,Table,Furniture,3,7550,22650,Completed,Ravi
131183,02-01-2025,C03073,North,Mobile,Electronics,4,21771,87084,Completed,Ravi
131184,17-01-2025,C18850,South,Chair,Furniture,3,4120,12360,Completed,Amit
131185,05-05-2025,C01927,West,Chair,Furniture,3,4572,13716,Completed,Sneha
131186,11-05-2025,C04545,North,Mobile,Electronics,4,21857,87428,Completed,Sneha
131187,21-01-2025,C19114,East,Headphones,Accessories,3,1468,4404,Cancelled,Neha
131188,19-03-2025,C17362,East,Headphones,Accessories,3,3338,10014,Cancelled,Ravi
131189,20-03-2025,C04850,West,Table,Furniture,4,7107,28428,Completed,Ravi
131190,20-02-2025,C08215,West,Chair,Furniture,1,2999,2999,Completed,Amit
131191,16-04-2025,C17494,South,Chair,Furniture,4,2396,9584,Completed,Neha
131192,15-04-2025,C02980,East,Chair,Furniture,4,2640,10560,Returned,Amit
131193,10-01-2025,C12209,East,Laptop,Electronics,2,49351,98702,Completed,Sneha
131194,26-04-2025,C01977,East,Table,Furniture,4,5722,22888,Completed,Amit
131195,24-02-2025,C07907,East,Table,Furniture,3,7743,23229,Cancelled,Neha
131196,05-02-2025,C11200,East,Chair,Furniture,5,4470,22350,Completed,Neha
131197,20-02-2025,C13935,South,Chair,Furniture,5,3766,18830,Cancelled,Neha
131198,15-03-2025,C09355,South,Laptop,Electronics,1,50565,50565,Completed,Raj
131199,17-01-2025,C02283,North,Laptop,Electronics,5,50593,252965,Completed,Ravi
131200,02-03-2025,C00774,East,Headphones,Accessories,4,3451,13804,Completed,Sneha
131201,01-04-2025,C19434,West,Mobile,Electronics,2,18663,37326,Completed,Sneha
131202,21-05-2025,C09202,East,Chair,Furniture,2,1559,3118,Completed,Raj
131203,05-04-2025,C05933,West,Laptop,Electronics,5,48086,240430,Completed,Raj
131204,21-03-2025,C01745,South,Mobile,Electronics,3,20930,62790,Completed,Amit
131205,13-04-2025,C18660,South,Table,Furniture,1,7079,7079,Completed,Raj
131206,17-02-2025,C00673,North,Laptop,Electronics,5,49991,249955,Completed,Amit
131207,27-03-2025,C01031,West,Chair,Furniture,2,2539,5078,Returned,Amit
131208,11-03-2025,C17605,North,Headphones,Accessories,3,611,1833,Completed,Raj
131209,16-02-2025,C12688,North,Headphones,Accessories,3,2121,6363,Completed,Raj
131210,10-01-2025,C16458,South,Mobile,Electronics,4,19943,79772,Returned,Ravi
131211,21-03-2025,C12287,North,Chair,Furniture,5,1604,8020,Cancelled,Neha
131212,13-01-2025,C08605,East,Headphones,Accessories,4,16,64,Returned,Amit
131213,27-02-2025,C13328,East,Chair,Furniture,2,3401,6802,Completed,Amit
131214,25-03-2025,C01089,East,Chair,Furniture,1,3796,3796,Completed,Amit
131215,09-03-2025,C00988,East,Table,Furniture,5,6854,34270,Completed,Raj
131216,25-03-2025,C12929,North,Headphones,Accessories,4,2613,10452,Completed,Neha
131217,27-03-2025,C12794,East,Chair,Furniture,1,3179,3179,Completed,Neha
131218,06-06-2025,C09347,North,Mobile,Electronics,1,20231,20231,Completed,Amit
131219,24-05-2025,C07744,West,Laptop,Electronics,2,48870,97740,Completed,Ravi
131220,04-03-2025,C02802,East,Mobile,Electronics,1,18211,18211,Completed,Raj
131221,24-06-2025,C16450,West,Table,Furniture,4,8282,33128,Completed,Amit
131222,12-02-2025,C17765,North,Headphones,Accessories,4,3692,14768,Cancelled,Raj
131223,31-05-2025,C05579,East,Headphones,Accessories,3,629,1887,Completed,Raj
131224,07-06-2025,C09070,East,Laptop,Electronics,2,50506,101012,Completed,Amit
131225,30-01-2025,C01063,West,Headphones,Accessories,1,1838,1838,Cancelled,Ravi
131226,08-03-2025,C09337,North,Mobile,Electronics,1,21747,21747,Completed,Amit
131227,24-01-2025,C04692,North,Table,Furniture,4,5368,21472,Returned,Raj
131228,11-04-2025,C19207,North,Headphones,Accessories,1,1413,1413,Completed,Ravi
131229,16-04-2025,C12400,West,Laptop,Electronics,1,50509,50509,Completed,Neha
131230,11-04-2025,C17809,West,Laptop,Electronics,2,48197,96394,Returned,Ravi
131231,08-01-2025,C10820,North,Chair,Furniture,1,2094,2094,Returned,Ravi
